"","X.link.","X.title.","X.time.","X.text."
"672","https://us.battle.net/forums/en/overwatch/topic/20760846777?page=3#post-47","Do you want new heroes released faster?",NA,"12/22/2017 10:20 AMPosted by OPsoapyWe really need faster patch updates though, Blizzard has been incredibly slow when it comes to balancing the game. [/quote]This plus one. They say that they hold back on balancing a lot of the time so that they're sure the data they get is validated and justified. But the game's been out for over a year now and some crippling flaws in certain heroes still haven't been ironed out? Come on Blizzard. Few ones worthy of mention are heroes like Bastion, good at countering tanks when he isn't countered by one that sees a fair bit of use, Roadhog. Don't see why a tank should counter THE tank counter. This isn't relevant but they should really give him the crowd control nullification of an Orisas' Fortify whilst inside Sentry."
"673","https://us.battle.net/forums/en/overwatch/topic/20760846777?page=3#post-47","Do you want new heroes released faster?",NA,"Nay.I'm okay with the current rate of when we get new heroes. What I rather want to see is more balancing.Something more weekly and less monthly. New heroes doesn't mean much to me if they are being left in a bad state for months (Ana and Doomfist)."
"674","https://us.battle.net/forums/en/overwatch/topic/20760846777?page=3#post-47","Do you want new heroes released faster?",NA,"I want then to be balanced, so give blizz more time."
"675","https://us.battle.net/forums/en/overwatch/topic/20760846777?page=3#post-47","Do you want new heroes released faster?",NA,"Nay. I like the current pace.I feel there should be more storyline / vs AI events instead.edit: but they should release JetPak Cat as soon as possible"
"676","https://us.battle.net/forums/en/overwatch/topic/20760846777?page=3#post-47","Do you want new heroes released faster?",NA,"Pros and cons... It would require much more balancing where the game's already in a state of imbalance that can be solved with a few tweaks here or there, and a lot of issues pertaining to laggy or buggy abilities."
"677","https://us.battle.net/forums/en/overwatch/topic/20760846777?page=3#post-47","Do you want new heroes released faster?",NA,"Hero releases are paced pretty good to me, but I wouldn't mind if they release maps faster"
"678","https://us.battle.net/forums/en/overwatch/topic/20760696897","What Will Competitive Season 8 Look Like?","2017-12-22 19:41:00","Could be a mess could be a great season for a change. Who knows????"
"679","https://us.battle.net/forums/en/overwatch/topic/20760696897","What Will Competitive Season 8 Look Like?",NA,"Do you have any detailed feedback on why you think this season was a mess?"
"680","https://us.battle.net/forums/en/overwatch/topic/20760696897","What Will Competitive Season 8 Look Like?",NA,"12/22/2017 11:45 AMPosted by PsYchRoxxDo you have any detailed feedback on why you think this season was a mess?Well here's one of the reasons here.https://us.battle.net/forums/en/overwatch/topic/20760726728?page=1Also there has been so much toxicity this season."
"681","https://us.battle.net/forums/en/overwatch/topic/20760696897","What Will Competitive Season 8 Look Like?",NA,"Mercy for the 3rd season in a row"
"686","https://us.battle.net/forums/en/overwatch/topic/20760696898","Please fix Hanzo's arrows","2017-12-22 19:48:00","Sometimes when i shoot normal arrows it doesn't register hit even when i aim right in their heads im pretty sure its something to do with the netcode"
"687","https://us.battle.net/forums/en/overwatch/topic/20760696898","Please fix Hanzo's arrows",NA,"LatencyYou see the blood of the enemy as if you hit them, but it just doesn't register the actual hit"
"690","https://us.battle.net/forums/en/overwatch/topic/20760826813","The longer Moira use beam - the louder it gets","2017-12-22 19:37:00","But why? It doesn't have charge or ammo, it's always the same."
"691","https://us.battle.net/forums/en/overwatch/topic/20760826813","The longer Moira use beam - the louder it gets",NA,"To remind you that your life is constantly being drained and is depleting, why do heroes make those shocked noises and the screen goes red?"
"692","https://us.battle.net/forums/en/overwatch/topic/20760826813","The longer Moira use beam - the louder it gets",NA,"Depends on enemy hp, I think."
"693","https://us.battle.net/forums/en/overwatch/topic/20760826813","The longer Moira use beam - the louder it gets",NA,"Bc its KaaameeehaaameeehaaAAANot KAAMEHAMEhaaaaa"
"694","https://us.battle.net/forums/en/overwatch/topic/20760826813","The longer Moira use beam - the louder it gets",NA,"it doesn't depend on enemy hpif an enemy is being healed faster than what Moira can drain, the sound just goes up, not sure if there's a limit but it can get REALLY loudthere seems to be no reason for that, damage is still the same... Lore wise there *could* be a connection, like:Even though Moira is morally gray, destroying things eventually torment her, that's why, after all, she's also a doctoralso to clarify, OP is talking about her right click beam, not her ult"
"695","https://us.battle.net/forums/en/overwatch/topic/20760826813","The longer Moira use beam - the louder it gets",NA,"It's because her damage is more consistent than others, I'd imagine. People who don't hear it at first, and think they are taking damage from sources that are easier to juke and dodge may not realize that it's actually Moira. So let you know it is her, and that those things won't work, it gets louder.At least, that's my theory. I find it actually very useful because my hearing isn't the best."
"702","https://us.battle.net/forums/en/overwatch/topic/20760696893","top 500 should be 500 unique players","2017-12-22 18:59:00","there should be no smurf accounts allowed in top 500 it really is like the top 200 because all of the smurfs"
"703","https://us.battle.net/forums/en/overwatch/topic/20760696893","top 500 should be 500 unique players",NA,"Well some (and by some I mean very, VERY few) have legit reasons for having a Smurf account, but yeah... I have little respect for smurfs."
"704","https://us.battle.net/forums/en/overwatch/topic/20760696893","top 500 should be 500 unique players",NA,"I've heard in twitch streams that pros have usually their main account and 1-2 smurf accounts, why? To avoid people trying to derank their main accounts and there's a rule in the OWL that avoids the OWL players to stream while stacking with other OWL players. But yeah, it seems unfair."
"705","https://us.battle.net/forums/en/overwatch/topic/20760696893","top 500 should be 500 unique players",NA,"you do know the difference between 500 and 350 is about 2 games right.you aren't anywhere near close enough to worry about top500 anyway."
"706","https://us.battle.net/forums/en/overwatch/topic/20760696893","top 500 should be 500 unique players",NA,"12/22/2017 10:59 AMPosted by SPGGthere should be no smurf accounts allowed in top 500 it really is like the top 200 because all of the smurfsI couldn't agree more."
"707","https://us.battle.net/forums/en/overwatch/topic/20760696893","top 500 should be 500 unique players",NA,"If they're in top 500, they're definitely not smurfing on that account, it's just an alt account. Though I do agree with you, only one account per person should be allowed in top 500."
